dt,l1,geo,clm
2020/1/22 0:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122000000_20200122001459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122000000_20200122001459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122000000_20200122001459_4000M_V0001.NC
2020/1/22 0:15,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122001500_20200122002959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122001500_20200122002959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122001500_20200122002959_4000M_V0001.NC
2020/1/22 1:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122010000_20200122011459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122010000_20200122011459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122010000_20200122011459_4000M_V0001.NC
2020/1/22 2:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122020000_20200122021459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122020000_20200122021459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122020000_20200122021459_4000M_V0001.NC
2020/1/22 2:45,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122024500_20200122025959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122024500_20200122025959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122024500_20200122025959_4000M_V0001.NC
2020/1/22 3:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122030000_20200122031459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122030000_20200122031459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122030000_20200122031459_4000M_V0001.NC
2020/1/22 3:15,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122031500_20200122032959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122031500_20200122032959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122031500_20200122032959_4000M_V0001.NC
2020/1/22 4:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122040000_20200122041459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122040000_20200122041459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122040000_20200122041459_4000M_V0001.NC
2020/1/22 5:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122050000_20200122051459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122050000_20200122051459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122050000_20200122051459_4000M_V0001.NC
2020/1/22 5:45,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122054500_20200122055959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122054500_20200122055959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122054500_20200122055959_4000M_V0001.NC
2020/1/22 6:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122060000_20200122061459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122060000_20200122061459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122060000_20200122061459_4000M_V0001.NC
2020/1/22 6:15,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122061500_20200122062959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122061500_20200122062959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122061500_20200122062959_4000M_V0001.NC
2020/1/22 7:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122070000_20200122071459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122070000_20200122071459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122070000_20200122071459_4000M_V0001.NC
2020/1/22 8:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122080000_20200122081459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122080000_20200122081459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122080000_20200122081459_4000M_V0001.NC
2020/1/22 8:45,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122084500_20200122085959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122084500_20200122085959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122084500_20200122085959_4000M_V0001.NC
2020/1/22 9:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122090000_20200122091459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122090000_20200122091459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122090000_20200122091459_4000M_V0001.NC
2020/1/22 9:15,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122091500_20200122092959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122091500_20200122092959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122091500_20200122092959_4000M_V0001.NC
2020/1/22 10:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122100000_20200122101459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122100000_20200122101459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122100000_20200122101459_4000M_V0001.NC
2020/1/22 11:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122110000_20200122111459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122110000_20200122111459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122110000_20200122111459_4000M_V0001.NC
2020/1/22 11:45,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122114500_20200122115959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122114500_20200122115959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122114500_20200122115959_4000M_V0001.NC
2020/1/22 12:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122120000_20200122121459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122120000_20200122121459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122120000_20200122121459_4000M_V0001.NC
2020/1/22 12:15,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122121500_20200122122959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122121500_20200122122959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122121500_20200122122959_4000M_V0001.NC
2020/1/22 13:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122130000_20200122131459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122130000_20200122131459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122130000_20200122131459_4000M_V0001.NC
2020/1/22 14:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122140000_20200122141459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122140000_20200122141459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122140000_20200122141459_4000M_V0001.NC
2020/1/22 14:45,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122144500_20200122145959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122144500_20200122145959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122144500_20200122145959_4000M_V0001.NC
2020/1/22 15:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122150000_20200122151459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122150000_20200122151459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122150000_20200122151459_4000M_V0001.NC
2020/1/22 15:15,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122151500_20200122152959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122151500_20200122152959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122151500_20200122152959_4000M_V0001.NC
2020/1/22 16:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122160000_20200122161459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122160000_20200122161459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122160000_20200122161459_4000M_V0001.NC
2020/1/22 17:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122170000_20200122171459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122170000_20200122171459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122170000_20200122171459_4000M_V0001.NC
2020/1/22 17:45,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122174500_20200122175959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122174500_20200122175959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122174500_20200122175959_4000M_V0001.NC
2020/1/22 18:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122180000_20200122181459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122180000_20200122181459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122180000_20200122181459_4000M_V0001.NC
2020/1/22 18:15,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122181500_20200122182959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122181500_20200122182959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122181500_20200122182959_4000M_V0001.NC
2020/1/22 19:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122190000_20200122191459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122190000_20200122191459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122190000_20200122191459_4000M_V0001.NC
2020/1/22 20:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122200000_20200122201459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122200000_20200122201459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122200000_20200122201459_4000M_V0001.NC
2020/1/22 20:45,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122204500_20200122205959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122204500_20200122205959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122204500_20200122205959_4000M_V0001.NC
2020/1/22 21:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122210000_20200122211459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122210000_20200122211459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122210000_20200122211459_4000M_V0001.NC
2020/1/22 21:15,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122211500_20200122212959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122211500_20200122212959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122211500_20200122212959_4000M_V0001.NC
2020/1/22 22:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122220000_20200122221459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122220000_20200122221459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122220000_20200122221459_4000M_V0001.NC
2020/1/22 23:00,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122230000_20200122231459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122230000_20200122231459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122230000_20200122231459_4000M_V0001.NC
2020/1/22 23:45,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200122234500_20200122235959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200122234500_20200122235959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200122\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200122234500_20200122235959_4000M_V0001.NC
2020/1/23 0:00,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200123000000_20200123001459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200123000000_20200123001459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200123000000_20200123001459_4000M_V0001.NC
2020/1/23 0:15,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200123001500_20200123002959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200123001500_20200123002959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200123001500_20200123002959_4000M_V0001.NC
2020/1/23 1:00,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200123010000_20200123011459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200123010000_20200123011459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200123010000_20200123011459_4000M_V0001.NC
2020/1/23 2:00,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200123020000_20200123021459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200123020000_20200123021459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200123020000_20200123021459_4000M_V0001.NC
2020/1/23 2:45,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200123024500_20200123025959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200123024500_20200123025959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200123024500_20200123025959_4000M_V0001.NC
2020/1/23 3:00,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200123030000_20200123031459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200123030000_20200123031459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200123030000_20200123031459_4000M_V0001.NC
2020/1/23 3:15,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200123031500_20200123032959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200123031500_20200123032959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200123031500_20200123032959_4000M_V0001.NC
2020/1/23 4:00,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200123040000_20200123041459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200123040000_20200123041459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200123040000_20200123041459_4000M_V0001.NC
2020/1/23 5:00,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200123050000_20200123051459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200123050000_20200123051459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200123050000_20200123051459_4000M_V0001.NC
2020/1/23 5:45,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200123054500_20200123055959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200123054500_20200123055959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200123054500_20200123055959_4000M_V0001.NC
2020/1/23 6:00,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200123060000_20200123061459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200123060000_20200123061459_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200123060000_20200123061459_4000M_V0001.NC
2020/1/23 6:15,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_FDI-_MULT_NOM_20200123061500_20200123062959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L1-_GEO-_MULT_NOM_20200123061500_20200123062959_4000M_V0001.HDF,D:\WorkSpace\20200429\project\data\20200123\FY4A-_AGRI--_N_DISK_1047E_L2-_CLM-_MULT_NOM_20200123061500_20200123062959_4000M_V0001.NC
